class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5214681029319763,0.516539454460144,-0.4758449196815491,0.9998340606689453,0.5265718102455139,0.46440571546554565,-0.42865878343582153,0.9996378421783447,0.531966507434845,0.46461111307144165,-0.4283467233181,0.9996131062507629,0.5363234281539917,0.4648318886756897,-0.4282374382019043,0.999617874622345,0.49924522638320923,0.46014654636383057,-0.4986571669578552,0.9997530579566956,0.48317211866378784,0.4559774696826935,-0.4982992112636566,0.9997576475143433,0.46650224924087524,0.45096778869628906,-0.49860256910324097,0.9997084736824036,0.508233368396759,0.4736236333847046,-0.16922816634178162,0.9995980858802795,0.4086347222328186,0.46077820658683777,-0.49634474515914917,0.9997304081916809,0.5147129893302917,0.5706014037132263,-0.37846559286117554,0.9997552037239075,0.483630895614624,0.5727066397666931,-0.4684959948062897,0.9998409152030945,0.5414936542510986,0.730980634689331,0.004019849468022585,0.9996173977851868,0.22074981033802032,0.7430059909820557,-0.5195852518081665,0.9995522499084473,0.7037344574928284,0.9640589952468872,0.3180512487888336,0.5584883689880371,0.19781382381916046,1.098972201347351,-0.6751457452774048,0.2968997657299042,0.891454815864563,1.2300206422805786,0.36797216534614563,0.4232635498046875,0.21998724341392517,1.5116698741912842,-0.8974601030349731,0.10901138931512833,0.9631315469741821,1.284906268119812,0.37687763571739197,0.39160844683647156,0.2024533450603485,1.6283096075057983,-0.9508205652236938,0.1710323840379715,0.9521023631095886,1.30121648311615,0.2966224253177643,0.4744127690792084,0.22887356579303741,1.6371504068374634,-1.0488407611846924,0.20712362229824066,0.9132837057113647,1.297087550163269,0.3265577554702759,0.48792096972465515,0.24249617755413055,1.5969520807266235,-0.9443339109420776,0.20693327486515045,0.5224430561065674,1.421578288078308,0.08817338198423386,0.007755159866064787,0.3119523227214813,1.4706100225448608,-0.08489172905683517,0.005693722050637007,0.5554739236831665,1.9805457592010498,0.11213596165180206,0.0015531922690570354,0.3446752429008484,2.0308568477630615,-0.07416700571775436,0.00303086475469172,0.5644791722297668,2.5211713314056396,0.5796493291854858,0.00018105395429302007,0.3355385661125183,2.57185959815979,0.20310799777507782,0.0002774848835542798,0.5520742535591125,2.6040968894958496,0.6009236574172974,0.00019128870917484164,0.3083486258983612,2.667175054550171,0.2118646800518036,0.00035116690560244024,0.6253842115402222,2.6662659645080566,0.2526443302631378,0.0008838173234835267,0.4357067942619324,2.6938345432281494,-0.27505919337272644,0.00047875798190943897
up,0.43901142477989197,0.3071037232875824,-0.28457146883010864,0.9999793171882629,0.44539013504981995,0.2897196412086487,-0.26105764508247375,0.9999425411224365,0.4494912028312683,0.2897992432117462,-0.2611110210418701,0.999938428401947,0.45344656705856323,0.2900218367576599,-0.26110273599624634,0.9999350905418396,0.4326685070991516,0.29011356830596924,-0.26538270711898804,0.9999350905418396,0.4272785186767578,0.2904168367385864,-0.2653862535953522,0.9999287128448486,0.42196741700172424,0.29098597168922424,-0.2653859555721283,0.9999266266822815,0.4586443305015564,0.29720818996429443,-0.12209518253803253,0.9998787045478821,0.4121066927909851,0.2981385886669159,-0.1440875083208084,0.9999030828475952,0.4459501802921295,0.3228958249092102,-0.23253007233142853,0.9999743700027466,0.43104010820388794,0.32302454113960266,-0.2386723756790161,0.999975323677063,0.4894735813140869,0.39376986026763916,-0.04329584911465645,0.9999649524688721,0.3762299716472626,0.3926168382167816,-0.06781131774187088,0.9999011754989624,0.5053726434707642,0.5100208520889282,-0.003298231866210699,0.9801787734031677,0.36015522480010986,0.5192282199859619,-0.06507280468940735,0.9838644862174988,0.4988531470298767,0.6166263222694397,-0.15010681748390198,0.9831796288490295,0.3813149631023407,0.6257721185684204,-0.21757248044013977,0.9562569856643677,0.4952302575111389,0.655553936958313,-0.1978522390127182,0.9676377773284912,0.38301020860671997,0.6605638861656189,-0.2642609775066376,0.9227291941642761,0.4851495325565338,0.652437150478363,-0.237323597073555,0.9687116146087646,0.3943239152431488,0.655252993106842,-0.2953167259693146,0.9236868023872375,0.48325714468955994,0.642357587814331,-0.16856253147125244,0.9603346586227417,0.39609140157699585,0.6431388258934021,-0.2323911190032959,0.9118173718452454,0.47188958525657654,0.6362234354019165,0.006354103796184063,0.9994897842407227,0.40348392724990845,0.6370147466659546,-0.006255581974983215,0.999482274055481,0.463153600692749,0.816392719745636,-0.011223888024687767,0.979216456413269,0.3927936553955078,0.8177815079689026,-0.01476733572781086,0.9757440686225891,0.45993033051490784,0.9604935050010681,0.20488253235816956,0.9498401284217834,0.3908599019050598,0.960789144039154,0.17650696635246277,0.9495781660079956,0.45207253098487854,0.9737403988838196,0.21680736541748047,0.7753358483314514,0.39609187841415405,0.9680387377738953,0.1860041618347168,0.6838369369506836,0.4714132249355316,1.0212761163711548,0.07116885483264923,0.918696939945221,0.39529848098754883,1.023021936416626,0.027681905776262283,0.9159060120582581
up,0.44053274393081665,0.30650559067726135,-0.3123232424259186,0.9999776482582092,0.44693413376808167,0.2891891896724701,-0.2901669442653656,0.9999390840530396,0.4508208632469177,0.28942108154296875,-0.2902262508869171,0.9999343752861023,0.4547562599182129,0.28979015350341797,-0.2902447581291199,0.9999305605888367,0.4341282248497009,0.28918200731277466,-0.29503700137138367,0.999930739402771,0.42864522337913513,0.28938916325569153,-0.2950339615345001,0.9999240636825562,0.42326244711875916,0.2899286448955536,-0.2950372099876404,0.9999220371246338,0.45942145586013794,0.29707813262939453,-0.1496431529521942,0.999872088432312,0.4127678871154785,0.29702815413475037,-0.17446529865264893,0.9998967051506042,0.4471627175807953,0.3224968910217285,-0.25898268818855286,0.9999735951423645,0.4320375323295593,0.3226402997970581,-0.26585260033607483,0.9999745488166809,0.49033522605895996,0.39351052045822144,-0.06398843228816986,0.9999633431434631,0.37671834230422974,0.3924148976802826,-0.09275934100151062,0.9998923540115356,0.5058521628379822,0.5101123452186584,-0.015098528936505318,0.9800758957862854,0.3603499233722687,0.5191270709037781,-0.0786009207367897,0.9833754897117615,0.49869638681411743,0.6168162822723389,-0.15983079373836517,0.9829753041267395,0.3819946348667145,0.6252414584159851,-0.2215607613325119,0.9551648497581482,0.49492043256759644,0.6555013060569763,-0.20725765824317932,0.967186450958252,0.38346704840660095,0.6594064235687256,-0.2680357098579407,0.9213445782661438,0.48472100496292114,0.65240079164505,-0.24704647064208984,0.9681942462921143,0.39517396688461304,0.6539996862411499,-0.29934990406036377,0.9223069548606873,0.48267871141433716,0.6424673199653625,-0.17824478447437286,0.9598108530044556,0.39706796407699585,0.6418514251708984,-0.23600272834300995,0.9102790951728821,0.4719836711883545,0.6358290910720825,0.0066972835920751095,0.9994755387306213,0.40370064973831177,0.6364884972572327,-0.0065999762155115604,0.9994542598724365,0.46308010816574097,0.8143157958984375,-0.011921392753720284,0.9785619378089905,0.3924102187156677,0.8162113428115845,-0.006714618764817715,0.9744721055030823,0.45755282044410706,0.9585905075073242,0.21164099872112274,0.9485259056091309,0.3910977244377136,0.9540261626243591,0.197730153799057,0.9475435018539429,0.4493553042411804,0.9722205996513367,0.2251075804233551,0.7733132839202881,0.3959641754627228,0.9613598585128784,0.20941519737243652,0.6778018474578857,0.4672020375728607,1.009631872177124,0.08065500110387802,0.9177020788192749,0.39568695425987244,0.9983927607536316,0.05142665654420853,0.9140903949737549
up,0.4404609799385071,0.3067237138748169,-0.3302113115787506,0.9999798536300659,0.4468724727630615,0.28924936056137085,-0.30883318185806274,0.999944806098938,0.4507690966129303,0.289481520652771,-0.30887743830680847,0.9999404549598694,0.45470601320266724,0.2899046540260315,-0.3088865876197815,0.9999368786811829,0.43406200408935547,0.28920111060142517,-0.31279897689819336,0.9999372959136963,0.4285734295845032,0.2894173860549927,-0.3128010928630829,0.999931275844574,0.4231927990913391,0.2899971306324005,-0.3127956688404083,0.9999292492866516,0.45940572023391724,0.2971366345882416,-0.17046689987182617,0.9998835921287537,0.412783145904541,0.2969500422477722,-0.19123965501785278,0.9999065399169922,0.44703665375709534,0.32265445590019226,-0.27751755714416504,0.999976396560669,0.43189698457717896,0.32277682423591614,-0.2832561433315277,0.9999772310256958,0.49072855710983276,0.3935065269470215,-0.08320610970258713,0.999966561794281,0.37691351771354675,0.3919917643070221,-0.10512803494930267,0.9999005198478699,0.506243884563446,0.5107826590538025,-0.02897130325436592,0.9818362593650818,0.3603265881538391,0.5187199115753174,-0.08307649195194244,0.9841784834861755,0.49868303537368774,0.6174087524414062,-0.1698804795742035,0.9845523834228516,0.38164135813713074,0.6252731084823608,-0.2215239703655243,0.957633376121521,0.49481648206710815,0.65559983253479,-0.21707355976104736,0.9697278141975403,0.38312166929244995,0.6588115096092224,-0.26691484451293945,0.9251302480697632,0.4845278263092041,0.6524101495742798,-0.2568112015724182,0.9706502556800842,0.3948627710342407,0.6531276106834412,-0.29951992630958557,0.9260289669036865,0.4825264811515808,0.6426628828048706,-0.18787208199501038,0.9627955555915833,0.39674636721611023,0.6413764357566833,-0.23654837906360626,0.914410412311554,0.4718298316001892,0.633613646030426,0.006750373635441065,0.9995063543319702,0.40361326932907104,0.634432852268219,-0.006670922040939331,0.9994795918464661,0.4626585841178894,0.8136807084083557,-0.013857212848961353,0.978939414024353,0.3925960659980774,0.8143882751464844,-0.006084091495722532,0.9751274585723877,0.4575936198234558,0.9598596096038818,0.19744612276554108,0.9507471323013306,0.3908429741859436,0.9549699425697327,0.19660648703575134,0.9496774673461914,0.4491612911224365,0.9744408130645752,0.20900456607341766,0.7817538976669312,0.39538657665252686,0.961636483669281,0.20791855454444885,0.6840457916259766,0.46744149923324585,1.0107479095458984,0.0649494081735611,0.9214017987251282,0.3954351842403412,0.997463047504425,0.05395086482167244,0.9175169467926025
up,0.44055500626564026,0.3087969720363617,-0.3724226951599121,0.9999839663505554,0.44681239128112793,0.29083922505378723,-0.35212284326553345,0.9999558329582214,0.45081663131713867,0.2908150851726532,-0.3521609902381897,0.999951958656311,0.454721063375473,0.29104265570640564,-0.3521672487258911,0.9999487996101379,0.4340042471885681,0.291128545999527,-0.3556387424468994,0.9999504685401917,0.42854419350624084,0.2912716567516327,-0.3556629717350006,0.9999455809593201,0.42314353585243225,0.2917948067188263,-0.35566601157188416,0.9999438524246216,0.45948106050491333,0.29765886068344116,-0.2133767157793045,0.9999064803123474,0.4128406047821045,0.2979189455509186,-0.2319122552871704,0.9999272227287292,0.44708332419395447,0.3241215944290161,-0.3190626800060272,0.9999814033508301,0.4319804608821869,0.324273020029068,-0.3242218494415283,0.9999820590019226,0.49194416403770447,0.39371225237846375,-0.11790075153112411,0.9999708533287048,0.37749236822128296,0.39169934391975403,-0.13818098604679108,0.9999176859855652,0.5071756839752197,0.5129627585411072,-0.05545859783887863,0.9850267767906189,0.3607095181941986,0.5182371735572815,-0.10390689224004745,0.9860498905181885,0.49873000383377075,0.6247564554214478,-0.18397614359855652,0.9866703152656555,0.3807818293571472,0.6279754638671875,-0.22931306064128876,0.9622235894203186,0.4948664605617523,0.6604897379875183,-0.22866077721118927,0.9728834629058838,0.38211488723754883,0.6636762619018555,-0.27232271432876587,0.9314031004905701,0.48469990491867065,0.6571019291877747,-0.26938188076019287,0.9736989736557007,0.3941919207572937,0.6584603190422058,-0.30781543254852295,0.9323109984397888,0.4825357496738434,0.6492028832435608,-0.20189246535301208,0.9666696786880493,0.39632564783096313,0.6476622223854065,-0.24500885605812073,0.9215495586395264,0.47173386812210083,0.6329222321510315,0.004397537559270859,0.9995360374450684,0.4031265676021576,0.6340391039848328,-0.004323454108089209,0.9995172619819641,0.4643254280090332,0.8142936825752258,-0.006004174705594778,0.9797428846359253,0.39122065901756287,0.8135656118392944,-0.0016400156309828162,0.9776010513305664,0.46122878789901733,0.9630439281463623,0.1887102574110031,0.9548310041427612,0.39024925231933594,0.9578903913497925,0.17711851000785828,0.9550233483314514,0.4550844132900238,0.9777026772499084,0.19868019223213196,0.7981433868408203,0.39541906118392944,0.9657146334648132,0.18568500876426697,0.7073691487312317,0.47518807649612427,1.0135122537612915,0.05500055104494095,0.927287757396698,0.3895915448665619,1.0191540718078613,0.030625376850366592,0.9248442053794861
up,0.4406168460845947,0.3200128674507141,-0.41377681493759155,0.999984860420227,0.4468374252319336,0.3012695610523224,-0.3962186574935913,0.9999569654464722,0.450950562953949,0.3008691370487213,-0.3962441384792328,0.9999530911445618,0.4549872875213623,0.3004888892173767,-0.39625298976898193,0.9999493360519409,0.4338989853858948,0.3011978566646576,-0.4001843333244324,0.9999525547027588,0.42847880721092224,0.3008008897304535,-0.4002284109592438,0.9999483227729797,0.4231387674808502,0.30037158727645874,-0.400247186422348,0.9999462962150574,0.4604824185371399,0.3051407039165497,-0.2570541501045227,0.9999087452888489,0.41317224502563477,0.30418622493743896,-0.27811890840530396,0.9999327063560486,0.44729217886924744,0.33600130677223206,-0.3585379123687744,0.9999825358390808,0.4321253299713135,0.335159569978714,-0.3644627630710602,0.9999833703041077,0.49246343970298767,0.39361244440078735,-0.14983662962913513,0.9999732971191406,0.3776756525039673,0.3932584226131439,-0.17843309044837952,0.9999266862869263,0.507536768913269,0.517173171043396,-0.0771663635969162,0.9867883920669556,0.36230987310409546,0.5271661281585693,-0.14270292222499847,0.9871087074279785,0.4980059266090393,0.6339442133903503,-0.196051687002182,0.9878560900688171,0.38155633211135864,0.6425876617431641,-0.2586390972137451,0.96454918384552,0.49481621384620667,0.6722105741500854,-0.23952968418598175,0.9747730493545532,0.38229620456695557,0.6804028153419495,-0.29978054761886597,0.9347536563873291,0.48418039083480835,0.6691427826881409,-0.27980542182922363,0.9755421876907349,0.3951556384563446,0.6772846579551697,-0.3366377055644989,0.93572598695755,0.4811181128025055,0.6602177023887634,-0.21336729824543,0.9690641164779663,0.39766567945480347,0.6655827760696411,-0.2743542194366455,0.9256837368011475,0.4723997116088867,0.6344142556190491,0.004521366208791733,0.9995442032814026,0.40350446105003357,0.6358378529548645,-0.004447818733751774,0.9995247721672058,0.4649641513824463,0.8155773282051086,0.0024301966186612844,0.9806918501853943,0.3918820023536682,0.8125247359275818,0.004648969043046236,0.9789361357688904,0.4613422751426697,0.9640416502952576,0.19662752747535706,0.9576542377471924,0.3912602365016937,0.9541245102882385,0.196931853890419,0.9578372240066528,0.45505714416503906,0.9786303043365479,0.20663587749004364,0.8135748505592346,0.39611297845840454,0.9633575677871704,0.20733261108398438,0.7233856916427612,0.47552138566970825,1.015386700630188,0.06710492819547653,0.9310848712921143,0.39098650217056274,0.9962703585624695,0.05833623558282852,0.9284808039665222
up,0.44475483894348145,0.34957951307296753,-0.5023899078369141,0.9999863505363464,0.4512217938899994,0.3298216462135315,-0.489551842212677,0.9999588131904602,0.4554886817932129,0.3292728066444397,-0.4895489811897278,0.9999546408653259,0.4600444436073303,0.3284497559070587,-0.4895688593387604,0.9999503493309021,0.43806877732276917,0.32864275574684143,-0.4933856129646301,0.9999560713768005,0.43288254737854004,0.32748833298683167,-0.4934694170951843,0.9999528527259827,0.4277423918247223,0.32662487030029297,-0.4934946596622467,0.9999507665634155,0.4647490382194519,0.3279040455818176,-0.34929534792900085,0.9999107122421265,0.41767191886901855,0.3266617953777313,-0.3709719777107239,0.9999405145645142,0.45051971077919006,0.3660660684108734,-0.444296658039093,0.9999837279319763,0.43703675270080566,0.36539703607559204,-0.4504638612270355,0.9999851584434509,0.49697810411453247,0.40908282995224,-0.2156066596508026,0.9999762773513794,0.3787480890750885,0.412562757730484,-0.254051148891449,0.9999410510063171,0.507204532623291,0.5393559336662292,-0.12373025715351105,0.9889676570892334,0.37034252285957336,0.5515778064727783,-0.20281405746936798,0.9890780448913574,0.4973304867744446,0.65864098072052,-0.2236557900905609,0.9889001846313477,0.3863000273704529,0.6717575192451477,-0.300435334444046,0.9681394696235657,0.49576425552368164,0.6974485516548157,-0.2634872496128082,0.9755107164382935,0.38426512479782104,0.710180938243866,-0.33770763874053955,0.9392637610435486,0.4837908148765564,0.694883406162262,-0.3036969304084778,0.9764005541801453,0.39835718274116516,0.7069332599639893,-0.3759409487247467,0.9406663179397583,0.47952237725257874,0.6820818185806274,-0.24047866463661194,0.97051602602005,0.40151509642601013,0.6934906840324402,-0.315947949886322,0.9319756031036377,0.47113901376724243,0.6421892046928406,0.009897763840854168,0.999485433101654,0.40323615074157715,0.6445066928863525,-0.009880289435386658,0.9994809031486511,0.46867847442626953,0.8217243552207947,0.01927756890654564,0.9798852801322937,0.39562249183654785,0.8234975934028625,-0.007354263216257095,0.9795117378234863,0.46634641289711,0.9635133743286133,0.2107079029083252,0.9578379988670349,0.39299920201301575,0.9559850692749023,0.1752898395061493,0.9594162702560425,0.4599958062171936,0.978708028793335,0.2203722447156906,0.8261739611625671,0.3970136344432831,0.9658950567245483,0.18509462475776672,0.7264786958694458,0.48187384009361267,1.0163052082061768,0.08532385528087616,0.9308745861053467,0.39375442266464233,1.027347207069397,0.0326089933514595,0.929175078868866
down,0.45641693472862244,0.502644419670105,-0.8689279556274414,0.9999839663505554,0.46408915519714355,0.48435014486312866,-0.8580936193466187,0.9999570250511169,0.46838197112083435,0.48326775431632996,-0.8580878973007202,0.9999477863311768,0.4725489616394043,0.48185721039772034,-0.8582812547683716,0.9999482035636902,0.45059752464294434,0.48320135474205017,-0.861506462097168,0.9999622106552124,0.44527655839920044,0.48145321011543274,-0.8616724014282227,0.9999595880508423,0.43995386362075806,0.4794667363166809,-0.8617169260978699,0.9999623894691467,0.47684893012046814,0.4749799370765686,-0.7061768770217896,0.9998791813850403,0.4288865029811859,0.47092118859291077,-0.7237933874130249,0.9999539852142334,0.45966750383377075,0.513500988483429,-0.8038780093193054,0.9999752044677734,0.44679632782936096,0.5147757530212402,-0.809179961681366,0.9999828338623047,0.5046231150627136,0.5289483070373535,-0.5174964070320129,0.9999502301216125,0.384021520614624,0.535293459892273,-0.5564824938774109,0.9999599456787109,0.5084816217422485,0.6672170162200928,-0.4854413866996765,0.990638017654419,0.37939369678497314,0.6801385879516602,-0.547352135181427,0.9923809170722961,0.4964640736579895,0.7958660125732422,-0.5549138784408569,0.9768301844596863,0.38632145524024963,0.8060100078582764,-0.6202373504638672,0.9706274271011353,0.4972623288631439,0.8340911269187927,-0.5955489277839661,0.9397554993629456,0.37778398394584656,0.8402607440948486,-0.6641111373901367,0.9333304762840271,0.49087342619895935,0.8324019312858582,-0.6279361248016357,0.9441019296646118,0.3911191523075104,0.8403158187866211,-0.6950480341911316,0.9372602105140686,0.4869846701622009,0.8191473484039307,-0.5698255896568298,0.9378722906112671,0.3959463834762573,0.8314439058303833,-0.6335104703903198,0.9282872080802917,0.46364903450012207,0.6386364698410034,0.01100296899676323,0.9995346665382385,0.40286675095558167,0.6390978693962097,-0.01101919449865818,0.9995670318603516,0.45834165811538696,0.8139282464981079,-0.02335965447127819,0.8750133514404297,0.39587101340293884,0.81685870885849,-0.031236078590154648,0.9104921817779541,0.46156635880470276,0.9655961990356445,0.13237887620925903,0.8701338171958923,0.39100509881973267,0.96006840467453,0.12657400965690613,0.8981285095214844,0.4516891539096832,0.9799010753631592,0.13878218829631805,0.7235921025276184,0.396345317363739,0.9719852209091187,0.13503053784370422,0.5966848134994507,0.4789460599422455,1.012976050376892,-0.01590646430850029,0.8430286645889282,0.3873444199562073,1.0188777446746826,-0.03627737611532211,0.851106584072113
down,0.4578142762184143,0.5384020209312439,-0.886438250541687,0.9999836087226868,0.4658350348472595,0.5213131308555603,-0.8749125599861145,0.9999602437019348,0.470386803150177,0.5208237767219543,-0.8749338984489441,0.9999502301216125,0.4748751223087311,0.5199534296989441,-0.8751500248908997,0.9999529719352722,0.4522992968559265,0.5178465247154236,-0.8785272836685181,0.9999648332595825,0.44704049825668335,0.5151849985122681,-0.8786674737930298,0.999960720539093,0.44166865944862366,0.5124446749687195,-0.8786948919296265,0.9999651312828064,0.47961491346359253,0.509667158126831,-0.7245801687240601,0.9998905658721924,0.4294764995574951,0.5019425749778748,-0.7420602440834045,0.9999563694000244,0.46068674325942993,0.5482727885246277,-0.8221406936645508,0.9999755024909973,0.4473404288291931,0.546127200126648,-0.8274148106575012,0.9999823570251465,0.5051406621932983,0.5578311681747437,-0.5438867807388306,0.9999482035636902,0.38215282559394836,0.5557897686958313,-0.5697031617164612,0.9999526143074036,0.504147469997406,0.6991686224937439,-0.5349346995353699,0.9905642867088318,0.3813438415527344,0.7019180059432983,-0.5688970685005188,0.9901127815246582,0.49735793471336365,0.8325225710868835,-0.6088013648986816,0.9721638560295105,0.3854265809059143,0.8288196325302124,-0.6455438137054443,0.9675700664520264,0.5002285838127136,0.8633053302764893,-0.652542233467102,0.9282695651054382,0.37672343850135803,0.8674801588058472,-0.6915137767791748,0.9260732531547546,0.49252238869667053,0.8647537231445312,-0.6822152137756348,0.934138298034668,0.38926100730895996,0.8664692640304565,-0.723264217376709,0.9312588572502136,0.4891158938407898,0.8547353148460388,-0.6232297420501709,0.927778959274292,0.3944610357284546,0.8561500906944275,-0.6602720022201538,0.9213372468948364,0.4624158442020416,0.6500809788703918,0.006727217696607113,0.9996254444122314,0.4019993841648102,0.6490617394447327,-0.006679867394268513,0.9996264576911926,0.4567019045352936,0.8148097991943359,-0.11028937995433807,0.8143081068992615,0.39931949973106384,0.8169595003128052,-0.10504373162984848,0.8196316957473755,0.4609605669975281,0.9653570055961609,0.035939592868089676,0.8170918226242065,0.39073967933654785,0.9617990255355835,0.0445968359708786,0.8364907503128052,0.453881174325943,0.9791491627693176,0.04101661220192909,0.6590781807899475,0.39478933811187744,0.9720591306686401,0.051188886165618896,0.5354021191596985,0.4743841588497162,1.0082321166992188,-0.12353267520666122,0.7985404133796692,0.3874962627887726,0.9943455457687378,-0.12378700077533722,0.8084935545921326
down,0.4569881856441498,0.5671234726905823,-0.8936246037483215,0.9999718070030212,0.46532678604125977,0.5529986619949341,-0.8824167251586914,0.999951958656311,0.4700969159603119,0.5523560047149658,-0.8824472427368164,0.999939501285553,0.47475799918174744,0.5512524843215942,-0.8826615214347839,0.9999473690986633,0.451357364654541,0.549304723739624,-0.8862797617912292,0.9999496340751648,0.44611987471580505,0.5460665822029114,-0.88641756772995,0.9999377131462097,0.44087934494018555,0.5427201390266418,-0.8864567875862122,0.999944806098938,0.48094573616981506,0.5386754274368286,-0.7335278987884521,0.9998868107795715,0.4295423924922943,0.5309019684791565,-0.7517271637916565,0.9999273419380188,0.4602685570716858,0.5755202770233154,-0.829475998878479,0.9999663233757019,0.44677799940109253,0.5724219083786011,-0.8349658250808716,0.9999654293060303,0.5068047642707825,0.5815734267234802,-0.5516600012779236,0.9999489784240723,0.38213640451431274,0.576438307762146,-0.5743154287338257,0.9998988509178162,0.5035890340805054,0.7170713543891907,-0.5399148464202881,0.9907123446464539,0.3818832039833069,0.7174600958824158,-0.5806772112846375,0.9822195768356323,0.5024517774581909,0.8467997312545776,-0.6033812165260315,0.9697837829589844,0.3835981786251068,0.8527980446815491,-0.6550232768058777,0.9581660032272339,0.5078891515731812,0.8814400434494019,-0.6484576463699341,0.9205076694488525,0.373635858297348,0.8904445171356201,-0.7036052942276001,0.9090151786804199,0.49699169397354126,0.881128191947937,-0.6763326525688171,0.927981436252594,0.3871947228908539,0.8910790085792542,-0.735671877861023,0.9163171052932739,0.4920312762260437,0.8728907108306885,-0.6169864535331726,0.921438455581665,0.39252856373786926,0.8797062039375305,-0.670632541179657,0.9039599299430847,0.4623752236366272,0.6537745594978333,-0.0025498284958302975,0.9996786117553711,0.40162548422813416,0.6524457931518555,0.00267580384388566,0.9995825886726379,0.4555025100708008,0.8038467168807983,-0.1455310434103012,0.7324478030204773,0.4180375933647156,0.8156924843788147,-0.10659752041101456,0.667410135269165,0.46032699942588806,0.959275484085083,0.006245721597224474,0.7171860933303833,0.41665810346603394,0.9630306363105774,0.04557129740715027,0.7014048099517822,0.45585113763809204,0.974073052406311,0.012401638552546501,0.5641586780548096,0.41893213987350464,0.9825076460838318,0.0524173304438591,0.43380993604660034,0.460033118724823,0.9913625121116638,-0.1495392769575119,0.7197050452232361,0.415287584066391,1.0023748874664307,-0.12145385891199112,0.7062305212020874
